artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Randy VanWarmer,Just When I Needed You Most,0.583,0.313,9,-14.36,1,0.0256,0.615,0,0.121,0.346,96.717,audio_features,55wl56WlKI85UBNZoFxe9P,spotify:track:55wl56WlKI85UBNZoFxe9P,https://api.spotify.com/v1/tracks/55wl56WlKI85UBNZoFxe9P,https://api.spotify.com/v1/audio-analysis/55wl56WlKI85UBNZoFxe9P,241747,4,0
Nick Cave & The Bad Seeds,Into My Arms,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,audio_features,407ltk0BtcZI8kgu0HH4Yj,spotify:track:407ltk0BtcZI8kgu0HH4Yj,https://api.spotify.com/v1/tracks/407ltk0BtcZI8kgu0HH4Yj,https://api.spotify.com/v1/audio-analysis/407ltk0BtcZI8kgu0HH4Yj,256120,4,0
Natasha Bedingfield,Pocketful of Sunshine,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,audio_features,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,202907,4,1
Otis Redding,I've Been Loving You Too Long,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.468,audio_features,4pdLyulbYLCrPmDzWWeJIZ,spotify:track:4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/tracks/4pdLyulbYLCrPmDzWWeJIZ,https://api.spotify.com/v1/audio-analysis/4pdLyulbYLCrPmDzWWeJIZ,181667,3,0
Nirvana,Jesus Doesn't Want Me for a Sunbeam,0.489,0.594,8,-10.287,1,0.0902,0.0801,8.48e-06,0.259,0.239,113.205,audio_features,7oBazz4xCO7Ul3MJHhKy0Q,spotify:track:7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/tracks/7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/audio-analysis/7oBazz4xCO7Ul3MJHhKy0Q,277293,4,0
Elvis Presley,Heartbreak Hotel,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,audio_features,6xNwKNYZcvgV3XTIwsgNio,spotify:track:6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/tracks/6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/audio-analysis/6xNwKNYZcvgV3XTIwsgNio,127560,4,0
Cutting Crew,I Just Died in Your Arms Tonight,0.494,0.582,2,-11.298,0,0.0345,0.31,0.0184,0.143,0.432,118.859,audio_features,7qj6xAwWqgRs7u4hFZoEZP,spotify:track:7qj6xAwWqgRs7u4hFZoEZP,https://api.spotify.com/v1/tracks/7qj6xAwWqgRs7u4hFZoEZP,https://api.spotify.com/v1/audio-analysis/7qj6xAwWqgRs7u4hFZoEZP,330326,4,0
Air Supply,All Out of Love,0.512,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.381,audio_features,7dQC53NiYOY9gKg3Qsu2Bs,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/tracks/7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/audio-analysis/7dQC53NiYOY9gKg3Qsu2Bs,243000,4,0
Damien Rice,The Blower's Daughter,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113,audio_features,4B2lJinAkeNLSJjcq3dg8Q,spotify:track:4B2lJinAkeNLSJjcq3dg8Q,https://api.spotify.com/v1/tracks/4B2lJinAkeNLSJjcq3dg8Q,https://api.spotify.com/v1/audio-analysis/4B2lJinAkeNLSJjcq3dg8Q,286653,4,0
John Denver,Annie's Song,0.325,0.308,2,-11.503,1,0.0297,0.92,0.00603,0.441,0.447,147.117,audio_features,5qxFudz7A6PGptviHsz4Yd,spotify:track:5qxFudz7A6PGptviHsz4Yd,https://api.spotify.com/v1/tracks/5qxFudz7A6PGptviHsz4Yd,https://api.spotify.com/v1/audio-analysis/5qxFudz7A6PGptviHsz4Yd,178267,3,0
Radiohead,Knives Out,0.433,0.675,2,-6.702,0,0.0337,0.0911,0.293,0.159,0.184,137.268,audio_features,2xbrMtkxp399aSiCJ8EAON,spotify:track:2xbrMtkxp399aSiCJ8EAON,https://api.spotify.com/v1/tracks/2xbrMtkxp399aSiCJ8EAON,https://api.spotify.com/v1/audio-analysis/2xbrMtkxp399aSiCJ8EAON,254867,4,0
My Chemical Romance,I Don't Love You,0.289,0.796,0,-4.22,1,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,audio_features,4RAOI1etsgbh5NP3T5R8rN,spotify:track:4RAOI1etsgbh5NP3T5R8rN,https://api.spotify.com/v1/tracks/4RAOI1etsgbh5NP3T5R8rN,https://api.spotify.com/v1/audio-analysis/4RAOI1etsgbh5NP3T5R8rN,238680,4,0
The Smiths,Asleep,0.512,0.255,0,-15.867,1,0.0291,0.88,0.532,0.146,0.215,115.144,audio_features,7LZgdL0MxiElfaKZbuuE4l,spotify:track:7LZgdL0MxiElfaKZbuuE4l,https://api.spotify.com/v1/tracks/7LZgdL0MxiElfaKZbuuE4l,https://api.spotify.com/v1/audio-analysis/7LZgdL0MxiElfaKZbuuE4l,253560,3,0
John Lennon,Imagine,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4,0
Olivia Newton John,Have you Ever Been Mellow?,0.59,0.628,0,-8.837,1,0.108,0.272,8.13e-06,0.738,0.439,121.653,audio_features,08v88zRTnqXIaxH1lxPoh8,spotify:track:08v88zRTnqXIaxH1lxPoh8,https://api.spotify.com/v1/tracks/08v88zRTnqXIaxH1lxPoh8,https://api.spotify.com/v1/audio-analysis/08v88zRTnqXIaxH1lxPoh8,255680,4,0
Backstreet Boys,Show Me the Meaning of Being Lonely,0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,audio_features,3BsaRV5QIulYz2lV9WWa8T,spotify:track:3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/tracks/3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/audio-analysis/3BsaRV5QIulYz2lV9WWa8T,234960,4,0
Brand New,The No Seatbelt Song,0.494,0.507,3,-8.487,1,0.0282,0.634,0.215,0.191,0.322,97.95,audio_features,1VAHPBdVBQuZxiCQ8yM6R9,spotify:track:1VAHPBdVBQuZxiCQ8yM6R9,https://api.spotify.com/v1/tracks/1VAHPBdVBQuZxiCQ8yM6R9,https://api.spotify.com/v1/audio-analysis/1VAHPBdVBQuZxiCQ8yM6R9,271840,4,0
The Monkees,I'm A Believer,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,3G7tRC24Uh09Hmp1KZ7LQ2,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373,4,1
Phil Collins,In The Air Tonight,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,audio_features,18AXbzPzBS8Y3AkgSxzJPb,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,336453,4,0
Lorraine Ellison,Stay With Me,0.305,0.34,0,-6.714,1,0.0297,0.639,2.77e-05,0.12,0.246,124.693,audio_features,00cioPPTRj17FTWdfoMDKk,spotify:track:00cioPPTRj17FTWdfoMDKk,https://api.spotify.com/v1/tracks/00cioPPTRj17FTWdfoMDKk,https://api.spotify.com/v1/audio-analysis/00cioPPTRj17FTWdfoMDKk,210080,3,0
Elliott Smith,Between the Bars,0.519,0.0774,7,-23.593,0,0.0629,0.937,0.886,0.107,0.353,135.245,audio_features,7BhZDvzJV21Dd5bY9xvtII,spotify:track:7BhZDvzJV21Dd5bY9xvtII,https://api.spotify.com/v1/tracks/7BhZDvzJV21Dd5bY9xvtII,https://api.spotify.com/v1/audio-analysis/7BhZDvzJV21Dd5bY9xvtII,141200,3,0
The Commodores,Sail On,0.484,0.322,1,-17.362,1,0.0509,0.446,1.55e-05,0.0788,0.461,142.379,audio_features,2XMjijS8aVAP1ztyNpVEy8,spotify:track:2XMjijS8aVAP1ztyNpVEy8,https://api.spotify.com/v1/tracks/2XMjijS8aVAP1ztyNpVEy8,https://api.spotify.com/v1/audio-analysis/2XMjijS8aVAP1ztyNpVEy8,240240,4,0
Berlin,Take My Breath Away,0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769,audio_features,15MJ5NThPjj6xhPcts8MiY,spotify:track:15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY,https://api.spotify.com/v1/audio-analysis/15MJ5NThPjj6xhPcts8MiY,255733,4,0
Player,Baby Come Back,0.735,0.447,7,-7.959,1,0.0315,0.285,0.000699,0.136,0.826,103.856,audio_features,5FAVxC38zkQI0hHt98dvRj,spotify:track:5FAVxC38zkQI0hHt98dvRj,https://api.spotify.com/v1/tracks/5FAVxC38zkQI0hHt98dvRj,https://api.spotify.com/v1/audio-analysis/5FAVxC38zkQI0hHt98dvRj,264754,4,0
Richard & Linda Thompson,The End of the Rainbow,0.593,0.192,0,-16.27,0,0.0331,0.817,0.738,0.101,0.192,122.384,audio_features,2xdeWXQtsC3fmPlH7910Rq,spotify:track:2xdeWXQtsC3fmPlH7910Rq,https://api.spotify.com/v1/tracks/2xdeWXQtsC3fmPlH7910Rq,https://api.spotify.com/v1/audio-analysis/2xdeWXQtsC3fmPlH7910Rq,237907,4,0
George Michael,Careless Whisper,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4,0
Neil Diamond,I am... I Said,0.268,0.379,10,-14.286,1,0.0268,0.177,5.66e-06,0.0885,0.568,90.422,audio_features,2SK465W0wbu56rmVNHwVnk,spotify:track:2SK465W0wbu56rmVNHwVnk,https://api.spotify.com/v1/tracks/2SK465W0wbu56rmVNHwVnk,https://api.spotify.com/v1/audio-analysis/2SK465W0wbu56rmVNHwVnk,213200,4,0
Roy Orbison,Only the Lonely,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,audio_features,0PkBTqRtN25z3oKasWoKlj,spotify:track:0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/tracks/0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/audio-analysis/0PkBTqRtN25z3oKasWoKlj,145533,4,0
The Eagles,No More Cloudy Days,0.709,0.484,7,-10.068,1,0.027,0.34,0.0002,0.101,0.29,115.408,audio_features,0du6OmNogq3ltN6SfMEVfc,spotify:track:0du6OmNogq3ltN6SfMEVfc,https://api.spotify.com/v1/tracks/0du6OmNogq3ltN6SfMEVfc,https://api.spotify.com/v1/audio-analysis/0du6OmNogq3ltN6SfMEVfc,243293,4,0
Righteous Brothers,Unchained Melody,0.367,0.215,0,-16.652,1,0.0288,0.517,0,0.618,0.266,98.742,audio_features,1jFhnVoJkcB4lf9tT0rSZS,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,https://api.spotify.com/v1/tracks/1jFhnVoJkcB4lf9tT0rSZS,https://api.spotify.com/v1/audio-analysis/1jFhnVoJkcB4lf9tT0rSZS,215840,3,0
George Jones,If Drinkin' Don't Kill Me (Her Memory Will),0.607,0.32,6,-13.036,1,0.03,0.582,0,0.168,0.234,89.78,audio_features,1Eu8T7TxbcrlZ1oE8Eccxd,spotify:track:1Eu8T7TxbcrlZ1oE8Eccxd,https://api.spotify.com/v1/tracks/1Eu8T7TxbcrlZ1oE8Eccxd,https://api.spotify.com/v1/audio-analysis/1Eu8T7TxbcrlZ1oE8Eccxd,189933,3,0
The Motels,Only The Lonely,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,audio_features,1BZMMt9H0TheQGWQy44KmO,spotify:track:1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/tracks/1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/audio-analysis/1BZMMt9H0TheQGWQy44KmO,196200,4,0
The Smiths,I know It's Over,0.407,0.424,0,-10.583,1,0.0318,0.0847,0,0.234,0.404,113.311,audio_features,3M2bD9SMYnJIPdrTKUnBd3,spotify:track:3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/tracks/3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/audio-analysis/3M2bD9SMYnJIPdrTKUnBd3,349187,3,0
Shania Twain,It Only Hurts When I'm Breathing,0.331,0.61,10,-5.064,0,0.0315,0.342,0,0.0988,0.452,76.113,audio_features,4vumsuBIb2nEFKLuNaOeGO,spotify:track:4vumsuBIb2nEFKLuNaOeGO,https://api.spotify.com/v1/tracks/4vumsuBIb2nEFKLuNaOeGO,https://api.spotify.com/v1/audio-analysis/4vumsuBIb2nEFKLuNaOeGO,199467,4,0
Julie London,Cry Me a River,0.455,0.0197,11,-21.882,0,0.0492,0.975,0.000872,0.103,0.127,85.525,audio_features,7rcfs2bBj5mNyiJbBIQ7cc,spotify:track:7rcfs2bBj5mNyiJbBIQ7cc,https://api.spotify.com/v1/tracks/7rcfs2bBj5mNyiJbBIQ7cc,https://api.spotify.com/v1/audio-analysis/7rcfs2bBj5mNyiJbBIQ7cc,174013,3,0
Aerosmith,I Don't Want to Miss a Thing,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4,0
Radiohead,Street Spirit (Fade Out),0.488,0.453,4,-11.562,0,0.0304,0.314,0.691,0.179,0.129,138.077,audio_features,5gz38AxRkD6Ywxd4fr2pLj,spotify:track:5gz38AxRkD6Ywxd4fr2pLj,https://api.spotify.com/v1/tracks/5gz38AxRkD6Ywxd4fr2pLj,https://api.spotify.com/v1/audio-analysis/5gz38AxRkD6Ywxd4fr2pLj,253853,4,0
Joni Mitchell,River,0.405,0.152,0,-13.901,1,0.0395,0.979,9.07e-05,0.104,0.383,61.34,audio_features,0DAmSYQW9kq9gQNDI002KP,spotify:track:0DAmSYQW9kq9gQNDI002KP,https://api.spotify.com/v1/tracks/0DAmSYQW9kq9gQNDI002KP,https://api.spotify.com/v1/audio-analysis/0DAmSYQW9kq9gQNDI002KP,245040,4,0
A Fine Frenzy,Almost Lover,0.549,0.24,0,-7.778,1,0.0338,0.947,0,0.106,0.167,119.58,audio_features,3GSYWQNnSdovwC2H8HpziA,spotify:track:3GSYWQNnSdovwC2H8HpziA,https://api.spotify.com/v1/tracks/3GSYWQNnSdovwC2H8HpziA,https://api.spotify.com/v1/audio-analysis/3GSYWQNnSdovwC2H8HpziA,268800,4,0
Gilbert O'Sullivan,Alone Again (Naturally),0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.559,171.762,audio_features,6vuEG9sZtC4W2zT64f7zLF,spotify:track:6vuEG9sZtC4W2zT64f7zLF,https://api.spotify.com/v1/tracks/6vuEG9sZtC4W2zT64f7zLF,https://api.spotify.com/v1/audio-analysis/6vuEG9sZtC4W2zT64f7zLF,217729,4,0
Ben Folds Five,Evaporated,0.448,0.205,5,-12.238,1,0.0357,0.412,0.000282,0.105,0.126,81.007,audio_features,6Wgbkjuj48MHAdemzqltTB,spotify:track:6Wgbkjuj48MHAdemzqltTB,https://api.spotify.com/v1/tracks/6Wgbkjuj48MHAdemzqltTB,https://api.spotify.com/v1/audio-analysis/6Wgbkjuj48MHAdemzqltTB,268920,4,0
Colin James,Why'd You Lie,0.43,0.452,5,-10.24,0,0.0357,0.143,0.000315,0.146,0.542,155.212,audio_features,7JdZ12JSE37RfFI5AWdXZR,spotify:track:7JdZ12JSE37RfFI5AWdXZR,https://api.spotify.com/v1/tracks/7JdZ12JSE37RfFI5AWdXZR,https://api.spotify.com/v1/audio-analysis/7JdZ12JSE37RfFI5AWdXZR,328133,4,0
Atmosphere,That Night,0.86,0.674,2,-4.7,0,0.0879,0.104,0.00322,0.135,0.382,119.928,audio_features,4OZkDV2yAMdlAW8tidzptt,spotify:track:4OZkDV2yAMdlAW8tidzptt,https://api.spotify.com/v1/tracks/4OZkDV2yAMdlAW8tidzptt,https://api.spotify.com/v1/audio-analysis/4OZkDV2yAMdlAW8tidzptt,161013,4,0
The Hollies,"He Ain't Heavy, He's My Brother",0.309,0.441,7,-6.524,1,0.0291,0.409,1.73e-05,0.513,0.217,75.734,audio_features,41iPmvB2ogl3dzEHw9EZh0,spotify:track:41iPmvB2ogl3dzEHw9EZh0,https://api.spotify.com/v1/tracks/41iPmvB2ogl3dzEHw9EZh0,https://api.spotify.com/v1/audio-analysis/41iPmvB2ogl3dzEHw9EZh0,257840,4,0
Stephen Bishop,On and On,0.566,0.466,11,-10.268,1,0.0279,0.766,0.000511,0.104,0.588,101.739,audio_features,0Vth3l4XAo8hNYmxjzhr2y,spotify:track:0Vth3l4XAo8hNYmxjzhr2y,https://api.spotify.com/v1/tracks/0Vth3l4XAo8hNYmxjzhr2y,https://api.spotify.com/v1/audio-analysis/0Vth3l4XAo8hNYmxjzhr2y,181893,4,0
Bob Dylan,Sad Eyed Lady of the Lowlands,0.3,0.384,2,-10.742,1,0.0323,0.604,0,0.0799,0.275,171.828,audio_features,4jdtLLyEL7wY0TlCdMKhxq,spotify:track:4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/tracks/4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/audio-analysis/4jdtLLyEL7wY0TlCdMKhxq,679107,3,0
Tori Amos,Silent All These Years,0.477,0.153,4,-14.895,1,0.0374,0.937,7.74e-06,0.107,0.315,127.999,audio_features,3IZXUxoL1Q7yUj5mh3Tmqp,spotify:track:3IZXUxoL1Q7yUj5mh3Tmqp,https://api.spotify.com/v1/tracks/3IZXUxoL1Q7yUj5mh3Tmqp,https://api.spotify.com/v1/audio-analysis/3IZXUxoL1Q7yUj5mh3Tmqp,252760,4,0
John Denver,Rocky Mountain High,0.455,0.437,4,-11.411,1,0.0278,0.314,0,0.501,0.724,81.396,audio_features,5tlyFGagMcqqpbqo2jYKU5,spotify:track:5tlyFGagMcqqpbqo2jYKU5,https://api.spotify.com/v1/tracks/5tlyFGagMcqqpbqo2jYKU5,https://api.spotify.com/v1/audio-analysis/5tlyFGagMcqqpbqo2jYKU5,283640,4,0
3 Doors Down,Here Without You,0.536,0.55,10,-6.733,0,0.0248,0.0537,0,0.134,0.234,144.018,audio_features,3NLrRZoMF0Lx6zTlYqeIo4,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,238560,4,0
Fleetwood Mac,Storms,0.73,0.285,11,-15.103,0,0.0319,0.877,0.0126,0.137,0.284,107.14,audio_features,3h9T2wLTy4FEKulLDkUjlX,spotify:track:3h9T2wLTy4FEKulLDkUjlX,https://api.spotify.com/v1/tracks/3h9T2wLTy4FEKulLDkUjlX,https://api.spotify.com/v1/audio-analysis/3h9T2wLTy4FEKulLDkUjlX,330747,4,0
Bob Dylan,Blood on the Tracks,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,audio_features,6Vcwr9tb3ZLO63F8DL8cqu,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/tracks/6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/audio-analysis/6Vcwr9tb3ZLO63F8DL8cqu,341627,4,0
Billie Holiday,Don't Worry 'Bout Me,0.347,0.125,0,-12.881,1,0.0303,0.874,3.39e-06,0.136,0.207,87.024,audio_features,4Fi8bW3vqrLhZJ3akDK5RM,spotify:track:4Fi8bW3vqrLhZJ3akDK5RM,https://api.spotify.com/v1/tracks/4Fi8bW3vqrLhZJ3akDK5RM,https://api.spotify.com/v1/audio-analysis/4Fi8bW3vqrLhZJ3akDK5RM,188960,3,0
Bette Midler,Wind Beneath My Wings,0.51,0.458,10,-7.566,1,0.0289,0.551,0,0.0853,0.177,123.694,audio_features,4ErUhFToT1yX52MeHqH8OY,spotify:track:4ErUhFToT1yX52MeHqH8OY,https://api.spotify.com/v1/tracks/4ErUhFToT1yX52MeHqH8OY,https://api.spotify.com/v1/audio-analysis/4ErUhFToT1yX52MeHqH8OY,293853,4,0
Metallica,Nothing Else Matters,0.558,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,audio_features,10igKaIKsSB6ZnWxPxPvKO,spotify:track:10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/tracks/10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/audio-analysis/10igKaIKsSB6ZnWxPxPvKO,388733,3,0
The Carpenters,We've Only Just Begun,0.236,0.33,9,-11.635,1,0.0381,0.782,2.45e-06,0.111,0.319,173.308,audio_features,4MQRDF62mf2KW7I8M1S9qA,spotify:track:4MQRDF62mf2KW7I8M1S9qA,https://api.spotify.com/v1/tracks/4MQRDF62mf2KW7I8M1S9qA,https://api.spotify.com/v1/audio-analysis/4MQRDF62mf2KW7I8M1S9qA,185160,4,0
Paul Young,Everytime You Go,0.607,0.643,5,-11.493,1,0.0435,0.177,0.000153,0.118,0.715,164.256,audio_features,0IpfTMKENGLJcULkMnU8Rb,spotify:track:0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/tracks/0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/audio-analysis/0IpfTMKENGLJcULkMnU8Rb,321573,4,0
Annie Lennox,Why,0.531,0.471,0,-9.267,1,0.0236,0.28,6.22e-05,0.133,0.119,90.941,audio_features,2fYYmPNwDaNpw1KRSxpQ5H,spotify:track:2fYYmPNwDaNpw1KRSxpQ5H,https://api.spotify.com/v1/tracks/2fYYmPNwDaNpw1KRSxpQ5H,https://api.spotify.com/v1/audio-analysis/2fYYmPNwDaNpw1KRSxpQ5H,293838,4,0
Frank Sinatra,In The Wee Small Hours of the Morning,0.29,0.0874,0,-16.119,1,0.0346,0.856,0.000957,0.109,0.0734,114.997,audio_features,0Hsc0sIaxOxXBZbT3ms2oj,spotify:track:0Hsc0sIaxOxXBZbT3ms2oj,https://api.spotify.com/v1/tracks/0Hsc0sIaxOxXBZbT3ms2oj,https://api.spotify.com/v1/audio-analysis/0Hsc0sIaxOxXBZbT3ms2oj,180933,4,0
Dashboard Confessional,This Bitter Pill,0.319,0.357,7,-6.467,1,0.0367,0.565,7.75e-05,0.218,0.415,179.434,audio_features,7uac31uKxvv2AEQ2yyMuhT,spotify:track:7uac31uKxvv2AEQ2yyMuhT,https://api.spotify.com/v1/tracks/7uac31uKxvv2AEQ2yyMuhT,https://api.spotify.com/v1/audio-analysis/7uac31uKxvv2AEQ2yyMuhT,134800,4,0
Evanescence,Hello,0.264,0.172,11,-11.618,0,0.0327,0.904,0.000218,0.34,0.0683,68.564,audio_features,0aYUqsvZG7bAslrUkd9Z0g,spotify:track:0aYUqsvZG7bAslrUkd9Z0g,https://api.spotify.com/v1/tracks/0aYUqsvZG7bAslrUkd9Z0g,https://api.spotify.com/v1/audio-analysis/0aYUqsvZG7bAslrUkd9Z0g,220360,4,0
Tim McGraw,If You're Reading This,0.305,0.304,11,-8.383,1,0.0285,0.823,0,0.67,0.341,145.49,audio_features,3opmoDn4nG2eZWPjI8B7Bg,spotify:track:3opmoDn4nG2eZWPjI8B7Bg,https://api.spotify.com/v1/tracks/3opmoDn4nG2eZWPjI8B7Bg,https://api.spotify.com/v1/audio-analysis/3opmoDn4nG2eZWPjI8B7Bg,252720,4,0
Plain White T's,Rhythm Of Love,0.531,0.542,8,-7.721,1,0.0432,0.356,0,0.119,0.726,171.878,audio_features,6MDTpYxPFL0wtFd0pjfKws,spotify:track:6MDTpYxPFL0wtFd0pjfKws,https://api.spotify.com/v1/tracks/6MDTpYxPFL0wtFd0pjfKws,https://api.spotify.com/v1/audio-analysis/6MDTpYxPFL0wtFd0pjfKws,200200,4,1
Kenny Rogers,She Believes in Me,0.32,0.413,10,-12.472,1,0.0314,0.484,4.97e-06,0.346,0.313,142.765,audio_features,5ggOAMsJCAYDHnyoqJ0xAD,spotify:track:5ggOAMsJCAYDHnyoqJ0xAD,https://api.spotify.com/v1/tracks/5ggOAMsJCAYDHnyoqJ0xAD,https://api.spotify.com/v1/audio-analysis/5ggOAMsJCAYDHnyoqJ0xAD,258720,4,0
Elvis Presley,Are You Lonesome Tonight?,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.191,65.952,audio_features,6vXZs9rEQF7Nd6O8Ue7NrT,spotify:track:6vXZs9rEQF7Nd6O8Ue7NrT,https://api.spotify.com/v1/tracks/6vXZs9rEQF7Nd6O8Ue7NrT,https://api.spotify.com/v1/audio-analysis/6vXZs9rEQF7Nd6O8Ue7NrT,187027,3,0
Matthew Wilder,Break My Stride,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4,1
Mariah Carey & Boyz II Men,One Sweet Day,0.55,0.196,1,-15.828,1,0.03,0.108,0.81,0.0884,0.245,125.986,audio_features,5CUk6EqbpNmEttBHJ3Mat5,spotify:track:5CUk6EqbpNmEttBHJ3Mat5,https://api.spotify.com/v1/tracks/5CUk6EqbpNmEttBHJ3Mat5,https://api.spotify.com/v1/audio-analysis/5CUk6EqbpNmEttBHJ3Mat5,285750,4,0
Mariah Carey,Make It Happen,0.811,0.53,2,-8.537,0,0.0355,0.0067,0.0285,0.0801,0.75,107.853,audio_features,5UVcgBRW78CCcKCopEGAST,spotify:track:5UVcgBRW78CCcKCopEGAST,https://api.spotify.com/v1/tracks/5UVcgBRW78CCcKCopEGAST,https://api.spotify.com/v1/audio-analysis/5UVcgBRW78CCcKCopEGAST,307000,4,1
